"Protein.IDs","Gene.names","LFQ.intensity_Day-1_Rep1","LFQ.intensity_Day-1_Rep2","LFQ.intensity_Day-1_Rep3","LFQ.intensity_Day0_Rep1","LFQ.intensity_Day0_Rep2","LFQ.intensity_Day0_Rep3","LFQ.intensity_Day1_Rep1","LFQ.intensity_Day1_Rep2","LFQ.intensity_Day1_Rep3","LFQ.intensity_Day2_Rep1","LFQ.intensity_Day2_Rep2","LFQ.intensity_Day2_Rep3","LFQ.intensity_Day3_Rep1","LFQ.intensity_Day3_Rep2","LFQ.intensity_Day3_Rep3","LFQ.intensity_Day4_Rep1","LFQ.intensity_Day4_Rep2","LFQ.intensity_Day4_Rep3"
"O15230","LAMA5",288082000,369331000,344620000,5.36e+08,451330000,521040000,723430000,761570000,796960000,677240000,617190000,605310000,587530000,626650000,568060000,533060000,446980000,534810000
"O15231","ZNF185",859130000,721250000,695110000,302691000,370240000,284467000,193412000,178517000,137362000,71140000,21876000,38100000,NA,NA,NA,NA,NA,NA
"O15234","CASC3",70644000,NA,58262000,26995000,101730000,22677000,32352000,69681000,NA,85813000,76898000,51423000,29551000,NA,NA,66738000,NA,NA
"O15235","MRPS12",130684000,99229000,57807000,77514000,104480000,83527000,176294000,171648000,166485000,144128000,151828000,63018000,134965000,168667000,103237000,127050000,88212000,149037000
"O15254","ACOX3",178980000,189775000,185237000,177243000,170826000,154896000,218392000,187949000,224353000,201029000,219519000,253809000,243568000,229172000,307673000,308382000,323540000,307140000
"O15258","RER1",642370000,628320000,482870000,445950000,472570000,465670000,410810000,305712000,415450000,367130000,391100000,417210000,326026000,489030000,402850000,378916000,421390000,382700000
"O15260","SURF4",1136560000,1212250000,1392450000,1688130000,963130000,1541430000,1525590000,1516020000,1786790000,1344260000,1322450000,1933460000,1090120000,1429940000,1673930000,1129130000,1466850000,1060280000
"O15269","SPTLC1",665300000,746350000,713690000,794350000,630820000,749100000,613020000,570430000,661060000,480280000,523590000,545410000,455640000,522030000,475670000,345716000,448910000,372980000
"O15270","SPTLC2",301620000,274741000,319192000,285959000,233443000,257198000,66503000,22666000,50613000,42815000,87209000,130719000,29023000,27396000,80011000,28367000,64639000,32010000
"O15294","OGT",847420000,830070000,806330000,742330000,892240000,763210000,661640000,670490000,623120000,861590000,803780000,751740000,850510000,709180000,783220000,657090000,666810000,723030000
"O15305","PMM2",556700000,520680000,542550000,408670000,513340000,355486000,484080000,501170000,396480000,477690000,467140000,376930000,472010000,355900000,300856000,353550000,352480000,359880000
"O15321","TM9SF1",39260000,34099000,71025000,58160000,NA,30891000,NA,NA,27764000,33322000,59075000,90344000,75787000,28424000,61912000,93365000,60233000,61617000
"O15327","INPP4B",72658000,82835000,85459000,170484000,146049000,113825000,282953000,269134000,325349000,651460000,617520000,513720000,911430000,966850000,1054450000,1235390000,1279930000,1485300000
"O15344","MID1",8853600,12508400,23646200,18776800,15440900,NA,28827700,20019700,29213900,31484400,31729800,8713300,15512300,5305600,13005300,10527400,13128100,8273100
"O15347","HMGB3",777500000,912850000,1194880000,1107520000,1165660000,1096560000,1208660000,1400310000,1220670000,1054050000,1123680000,986220000,753980000,639710000,646190000,575740000,498230000,528050000
"O15355","PPM1G",1194020000,1102280000,1098780000,973510000,1029850000,995890000,977770000,879310000,912910000,830880000,775700000,767320000,640920000,656350000,524680000,469130000,489180000,618150000
"O15357;Q7Z7G1","INPPL1",1089080000,896630000,839270000,1310850000,1218260000,1061330000,2197650000,2067440000,2198960000,3024910000,3085170000,2866620000,4409800000,4439400000,4437700000,5446900000,5413400000,5268300000
"O15371","EIF3D",3020070000,3.279e+09,3260700000,3.423e+09,3505300000,3194500000,2693510000,2647090000,2864440000,3046540000,2829280000,2944250000,2940680000,2858860000,3016940000,2917830000,2936300000,2838060000
"O15372","EIF3H",1140160000,1059360000,1116880000,1228960000,1313580000,1234880000,887470000,866410000,1036780000,948710000,869940000,946820000,893110000,1027170000,872790000,911150000,981170000,814090000
"O15382","BCAT2",277320000,263297000,312929000,298873000,197262000,296871000,375410000,363920000,331230000,346710000,408940000,441250000,338172000,413760000,473190000,328151000,444510000,417860000
"O15397","IPO8",147790000,123772000,136465000,154283000,131124000,153577000,143644000,151641000,157967000,159129000,155519000,181513000,145338000,152099000,143658000,120465000,124066000,82225000
"O15400","STX7",474380000,740870000,811420000,628120000,369980000,737360000,568950000,562210000,493210000,534340000,562630000,553590000,626510000,584930000,493030000,631100000,645570000,568210000
"O15427","SLC16A3",3459900000,3145800000,2959130000,3005520000,3700900000,2957750000,2686290000,2080670000,2251270000,1708770000,1673140000,1362680000,1226330000,1194980000,1171910000,1135880000,1110830000,1270600000
"O15439","ABCC4",69912000,32717000,70789000,73242000,94874000,110229000,134804000,128336000,133541000,137683000,130824000,158832000,60853000,78283000,120199000,NA,56446000,NA
"O15446","CD3EAP",293854000,183144000,239346000,268451000,279259000,219035000,238620000,236930000,224197000,277293000,232659000,44225000,243484000,178059000,123495000,224396000,168431000,227196000
"O15460","P4HA2",3886500000,4110500000,3954300000,7195900000,6828400000,7188200000,7986600000,8179400000,8075900000,8146300000,8.093e+09,7664400000,8556800000,8243300000,8.866e+09,9750100000,10043200000,10024800000
"O15484","CAPN5",66561000,29236000,60013000,46993000,74856000,NA,80982000,46257000,109911000,73389000,36986000,NA,NA,NA,NA,NA,NA,NA
"O15498","YKT6",1125350000,1034760000,1231300000,1059740000,1018550000,967480000,983700000,1035620000,953330000,964380000,1022160000,991020000,979690000,939820000,978200000,1024840000,966730000,977780000
"O15511","ARPC5",5071300000,4486700000,4862800000,4266900000,3487400000,4001800000,3837500000,3834500000,3664600000,2954650000,3.35e+09,3456880000,2691090000,3034440000,2827990000,2350070000,2620430000,2063090000
"O15523","DDX3Y",302663000,251999000,273804000,285447000,313307000,349780000,292755000,294132000,286671000,301966000,267846000,297677000,270969000,249428000,252611000,231376000,213494000,251613000
"O15533","TAPBP",270365000,222568000,217725000,283477000,382410000,226056000,453190000,386770000,375620000,499550000,491140000,345884000,460240000,352580000,322430000,356800000,330873000,391870000
"O43143","DHX15",3968400000,3797300000,3557400000,3460700000,3740200000,3402700000,3.565e+09,3638700000,3635500000,3076380000,3202200000,3170700000,2615630000,2776870000,2802210000,2618240000,2456940000,2409780000
"O43148","RNMT",208407000,233321000,196712000,189201000,220564000,85426000,305397000,265540000,332579000,318860000,291101000,212220000,256740000,107930000,143144000,NA,162089000,172536000
"O43150","ASAP2",1219630000,1300260000,1356430000,1406150000,1534890000,1437940000,1218870000,1239940000,1122210000,1016580000,1076710000,912210000,700470000,578200000,686180000,534570000,468090000,543440000
"O43156","TTI1",48509000,37455000,45767000,37418000,43957000,51776000,39622000,34749400,22231000,27467100,30784200,9352600,19000700,28875600,24960100,20468800,24134300,23261100
"O43159","RRP8",NA,NA,NA,28924000,NA,NA,74188000,44439000,30322000,122794000,NA,26464000,NA,58472000,NA,NA,NA,NA
"O43164","PJA2",95778000,141254000,167190000,152637000,171023000,206947000,188245000,216162000,179179000,354077000,339528000,301667000,345900000,319695000,299617000,208632000,267950000,314042000
"O43166","SIPA1L1",22873000,30357000,76955000,71139000,42144000,18381000,40490000,17673000,23661000,11963000,NA,NA,17158000,20888000,18071000,15746000,NA,63226000
"O43169","CYB5B",640070000,742810000,740160000,900860000,603980000,925140000,5.64e+08,715840000,701180000,691080000,762080000,951950000,842810000,1250810000,1190460000,1345030000,1407560000,1098260000
"O43172","PRPF4",483450000,511990000,496860000,497240000,398920000,487720000,558930000,518690000,496420000,454620000,530740000,470240000,368050000,446120000,427770000,341870000,316903000,339610000
"O43175","PHGDH",4292600000,4252800000,4380400000,3740400000,4002200000,3837800000,4573100000,4573900000,4231900000,4185300000,4187300000,3862400000,4551600000,4494200000,4195500000,5225300000,5369600000,5153300000
"O43181","NDUFS4",242437000,200514000,219854000,189628000,217751000,194939000,261313000,243634000,244721000,279268000,259976000,234961000,253181000,221754000,249626000,220615000,193064000,223401000
"O43237","DYNC1LI2",1407220000,1611700000,1642310000,1523980000,1616090000,1733430000,1518160000,1450450000,1506030000,1528620000,1474690000,1755160000,1548640000,1742240000,1849280000,1766830000,1796790000,1754260000
"O43242","PSMD3",4369300000,4167500000,4002600000,4452200000,4318300000,4301300000,4399700000,4331300000,4500400000,4302200000,4364900000,4439200000,4640200000,4676300000,4621400000,4941500000,4865800000,4715100000
"O43251;A6NFN3","RBFOX2",359293000,430460000,386700000,267154000,270704000,253674000,578060000,639230000,511540000,632110000,535330000,530200000,613680000,596880000,503220000,467680000,505830000,647700000
"O43252","PAPSS1",2372710000,2310710000,2105750000,2175350000,2261720000,2134880000,1943780000,2408740000,1907700000,1939890000,1.666e+09,1638330000,1238740000,1012400000,1046080000,1002680000,1001730000,1020280000
"O43264","ZW10",532350000,556560000,5.73e+08,520040000,463130000,595800000,416290000,392050000,416640000,380250000,355260000,381460000,354690000,333650000,396050000,334340000,333630000,303676000
"O43290","SART1",842520000,763690000,803420000,780670000,768110000,626140000,869780000,832580000,809550000,915440000,784710000,719600000,754550000,705550000,645240000,582140000,602250000,637340000
"O43292","GPAA1",74195000,NA,30333000,132485000,116557000,119510000,74457000,NA,111475000,32596000,86188000,56952000,91493000,66364000,59455000,85641000,105611000,38230000
"O43293","DAPK3",79694000,82597000,1.26e+08,34600000,79223000,26028000,35822000,80938000,70409000,77096000,77123000,72783000,87513000,NA,87997000,77811000,122894000,98697000
"O43294","TGFB1I1",1.143e+09,1135550000,1017850000,861830000,938590000,941990000,603490000,546730000,579810000,544040000,552540000,592930000,614020000,719320000,640700000,715770000,869570000,749280000
"O43301","HSPA12A",137540000,NA,597970000,586300000,424020000,502610000,174290000,652960000,NA,725400000,757390000,664880000,854040000,891560000,609260000,1134550000,853760000,1381410000
"O43309","ZSCAN12",32147300,9401300,11993000,19926300,8804400,15045400,NA,8980700,27076100,17367500,9893500,24135300,7063800,17746000,16442500,7564800,12953800,NA
"O43310","CTIF",NA,NA,NA,25062000,NA,NA,NA,NA,NA,18613000,NA,NA,21267000,28864000,102303000,63907000,87606000,NA
"O43318","MAP3K7",117258000,109141000,115251000,127238000,161125000,121411000,108070000,105257000,94983000,118310000,107883000,90698000,113771000,88737000,83479000,88874000,81891000,63114000
"O43324","EEF1E1",928510000,912920000,878250000,707100000,649360000,599770000,761130000,789490000,675810000,694100000,711520000,666370000,651520000,611490000,628780000,709360000,677120000,673550000
"O43390","HNRNPR",4502100000,4.684e+09,4361300000,4398900000,4745200000,4281400000,5317200000,5230400000,5229700000,5426800000,5194800000,5.355e+09,4982500000,4509700000,4723700000,4409800000,4427300000,4315700000
"O43395","PRPF3",373400000,378010000,402190000,383430000,359420000,400150000,330331000,433390000,455740000,379850000,405180000,345701000,323734000,343270000,334312000,315633000,305497000,301110000
"O43396","TXNL1",2885310000,2596250000,2700490000,2810600000,2867380000,2563620000,2552560000,2777600000,2473030000,2872970000,2841260000,2291030000,2572590000,2372450000,2400460000,2053530000,2085430000,2166560000
"O43399","TPD52L2",4408500000,4508500000,4733900000,3813300000,4.001e+09,3777400000,2670830000,2867150000,2535340000,2910510000,2806820000,2517370000,2868890000,2654680000,2401030000,3011580000,2869770000,2857780000
"O43402","EMC8",90689000,146674000,42195000,NA,NA,NA,NA,NA,49128000,50116000,NA,78745000,84904000,NA,NA,119658000,NA,58183000
"O43414","ERI3",69427000,NA,NA,NA,NA,62149000,61744000,NA,NA,36747000,31373000,50805000,88552000,NA,111934000,72838000,NA,74571000
"O43432","EIF4G3",525890000,521430000,477190000,563900000,647330000,562940000,574390000,560710000,461120000,538880000,535870000,501090000,563190000,569580000,518090000,533270000,559190000,523440000
"O43447","PPIH",196232000,220342000,212236000,154902000,175290000,178750000,231146000,244945000,232808000,194605000,224180000,182356000,185872000,169436000,179833000,163532000,144285000,153717000
"O43464","HTRA2",145996000,58904000,89963000,71836000,112021000,32051000,95766000,31675000,100603000,135578000,71863000,131547000,114986000,122014000,162503000,133462000,130121000,104385000
"O43488;Q8NHP1;O95154","AKR7A2",1563460000,1644390000,1619950000,1955920000,2073200000,1944820000,2466160000,2.306e+09,2332890000,2267790000,2298820000,2257060000,2093710000,2296750000,2214080000,2223630000,2434810000,2053680000
"O43491;Q9Y2J2","EPB41L2",2864200000,2839940000,2757920000,2597650000,2986180000,2545590000,2684700000,2673700000,2468840000,2532030000,2390790000,2044280000,1836250000,1578570000,1517840000,1524280000,1408660000,1516590000
"O43493","TGOLN2",185659000,229862000,294633000,203361000,210013000,230926000,137929000,146535000,159805000,127427000,121681000,170464000,122994000,109297000,108554000,127001000,103580000,90826000
"O43504","LAMTOR5",1146500000,1140730000,1168480000,1132240000,1159770000,1003940000,955030000,892110000,920650000,943020000,974230000,849800000,1041370000,899200000,871540000,1021910000,958170000,1026200000
"O43516","WIPF1",143294000,151214000,161581000,132416000,88579000,158714000,137477000,145611000,103061000,163820000,149323000,168017000,151930000,146740000,200754000,73555000,142838000,40190000
"O43524","FOXO3",31881000,NA,NA,NA,50817000,73495000,60417000,36433000,34178000,39130000,15065000,NA,NA,NA,NA,NA,NA,NA
"O43583","DENR",866860000,951520000,1049840000,1195780000,950750000,995840000,1200420000,1166520000,1109770000,1150860000,1043790000,1135650000,1081110000,1081920000,1095640000,1169180000,1040250000,1117490000
"O43592","XPOT",968770000,1015780000,875300000,1054490000,1169640000,1007190000,1005880000,1003480000,949850000,935520000,941670000,1139870000,968430000,947260000,1157090000,1133360000,1096900000,1116210000
"O43598","DNPH1",NA,NA,50634000,49392000,113479000,42348000,51132000,43061000,33220000,111829000,NA,111437000,42382000,103476000,108666000,46040000,85974000,108586000
"O43615","TIMM44",1031160000,985340000,1005630000,987470000,1.019e+09,929180000,1299640000,1317960000,1259950000,1433760000,1396870000,1384020000,1458640000,1473040000,1421720000,1576890000,1603710000,1567070000
"O43617","TRAPPC3",243466000,314443000,334610000,279328000,265420000,333760000,275634000,260025000,303707000,221452000,236065000,242284000,117513000,223319000,222820000,221339000,215655000,195661000
"O43633","CHMP2A",649310000,617780000,558200000,695010000,702570000,588300000,606470000,618420000,587170000,802110000,712080000,770960000,699680000,658480000,645990000,659640000,580010000,603530000
"O43660","PLRG1",793040000,640870000,631080000,654080000,856530000,618210000,685480000,743900000,692450000,772770000,745190000,650320000,646410000,585840000,591460000,548240000,580300000,611530000
"O43670","ZNF207",1285560000,1201050000,1184460000,1062870000,1263800000,894870000,1213740000,1239300000,1162180000,1233740000,1198510000,1050100000,1063710000,830570000,765410000,761640000,729440000,931920000
"O43676","NDUFB3",100330000,59244000,50388000,216754000,70650000,133478000,334600000,293211000,261056000,342790000,366740000,217049000,342010000,286725000,218163000,312119000,290047000,331600000
"O43678","NDUFA2",181185000,224225000,237810000,213809000,126055000,191223000,229710000,209062000,223944000,157472000,257149000,230107000,246768000,167963000,216121000,253485000,262939000,254453000
"O43681","ASNA1",2092320000,2422620000,2299490000,2350590000,2202540000,2427920000,2764090000,2652040000,2646090000,2769420000,2773740000,2713950000,2479040000,2643560000,2630400000,2451670000,2527560000,2389440000
